"file","caption","category","png_time","StartTime","basename","dirname","dirname2","path"
"sel04_len_timevary_contour_flt2sex1.png","Countour plot of Female time-varying selectivity for ComNet","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel04_len_timevary_contour_flt2sex1.png",".",".","./sel04_len_timevary_contour_flt2sex1.png"
"sel09_len_flt2sex1.png","Female ending year selectivity for ComNet","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel09_len_flt2sex1.png",".",".","./sel09_len_flt2sex1.png"
"sel03_len_timevary_surf_flt2sex2.png","Surface plot of Male time-varying selectivity for ComNet","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel03_len_timevary_surf_flt2sex2.png",".",".","./sel03_len_timevary_surf_flt2sex2.png"
"sel04_len_timevary_contour_flt2sex2.png","Countour plot of Male time-varying selectivity for ComNet","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel04_len_timevary_contour_flt2sex2.png",".",".","./sel04_len_timevary_contour_flt2sex2.png"
"sel09_len_flt2sex2.png","Male ending year selectivity for ComNet","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel09_len_flt2sex2.png",".",".","./sel09_len_flt2sex2.png"
"sel03_len_timevary_surf_flt3sex1.png","Surface plot of Female time-varying selectivity for ComTrawl","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel03_len_timevary_surf_flt3sex1.png",".",".","./sel03_len_timevary_surf_flt3sex1.png"
"sel04_len_timevary_contour_flt3sex1.png","Countour plot of Female time-varying selectivity for ComTrawl","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel04_len_timevary_contour_flt3sex1.png",".",".","./sel04_len_timevary_contour_flt3sex1.png"
"sel09_len_flt3sex1.png","Female ending year selectivity for ComTrawl","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel09_len_flt3sex1.png",".",".","./sel09_len_flt3sex1.png"
"sel03_len_timevary_surf_flt3sex2.png","Surface plot of Male time-varying selectivity for ComTrawl","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel03_len_timevary_surf_flt3sex2.png",".",".","./sel03_len_timevary_surf_flt3sex2.png"
"sel04_len_timevary_contour_flt3sex2.png","Countour plot of Male time-varying selectivity for ComTrawl","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel04_len_timevary_contour_flt3sex2.png",".",".","./sel04_len_timevary_contour_flt3sex2.png"
"sel09_len_flt3sex2.png","Male ending year selectivity for ComTrawl","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel09_len_flt3sex2.png",".",".","./sel09_len_flt3sex2.png"
"sel03_len_timevary_surf_flt4sex1.png","Surface plot of Female time-varying selectivity for RecPR","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel03_len_timevary_surf_flt4sex1.png",".",".","./sel03_len_timevary_surf_flt4sex1.png"
"sel04_len_timevary_contour_flt4sex1.png","Countour plot of Female time-varying selectivity for RecPR","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel04_len_timevary_contour_flt4sex1.png",".",".","./sel04_len_timevary_contour_flt4sex1.png"
"sel09_len_flt4sex1.png","Female ending year selectivity for RecPR","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel09_len_flt4sex1.png",".",".","./sel09_len_flt4sex1.png"
"sel03_len_timevary_surf_flt4sex2.png","Surface plot of Male time-varying selectivity for RecPR","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel03_len_timevary_surf_flt4sex2.png",".",".","./sel03_len_timevary_surf_flt4sex2.png"
"sel04_len_timevary_contour_flt4sex2.png","Countour plot of Male time-varying selectivity for RecPR","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel04_len_timevary_contour_flt4sex2.png",".",".","./sel04_len_timevary_contour_flt4sex2.png"
"sel09_len_flt4sex2.png","Male ending year selectivity for RecPR","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel09_len_flt4sex2.png",".",".","./sel09_len_flt4sex2.png"
"sel03_len_timevary_surf_flt5sex1.png","Surface plot of Female time-varying selectivity for RecPC","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel03_len_timevary_surf_flt5sex1.png",".",".","./sel03_len_timevary_surf_flt5sex1.png"
"sel04_len_timevary_contour_flt5sex1.png","Countour plot of Female time-varying selectivity for RecPC","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel04_len_timevary_contour_flt5sex1.png",".",".","./sel04_len_timevary_contour_flt5sex1.png"
"sel09_len_flt5sex1.png","Female ending year selectivity for RecPC","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel09_len_flt5sex1.png",".",".","./sel09_len_flt5sex1.png"
"sel03_len_timevary_surf_flt5sex2.png","Surface plot of Male time-varying selectivity for RecPC","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel03_len_timevary_surf_flt5sex2.png",".",".","./sel03_len_timevary_surf_flt5sex2.png"
"sel04_len_timevary_contour_flt5sex2.png","Countour plot of Male time-varying selectivity for RecPC","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel04_len_timevary_contour_flt5sex2.png",".",".","./sel04_len_timevary_contour_flt5sex2.png"
"sel09_len_flt5sex2.png","Male ending year selectivity for RecPC","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel09_len_flt5sex2.png",".",".","./sel09_len_flt5sex2.png"
"sel09_len_flt6sex1.png","Female ending year selectivity for RecDD","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel09_len_flt6sex1.png",".",".","./sel09_len_flt6sex1.png"
"sel09_len_flt6sex2.png","Male ending year selectivity for RecDD","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel09_len_flt6sex2.png",".",".","./sel09_len_flt6sex2.png"
"sel09_len_flt7sex1.png","Female ending year selectivity for Sanitation","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel09_len_flt7sex1.png",".",".","./sel09_len_flt7sex1.png"
"sel09_len_flt7sex2.png","Male ending year selectivity for Sanitation","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel09_len_flt7sex2.png",".",".","./sel09_len_flt7sex2.png"
"sel09_len_flt8sex1.png","Female ending year selectivity for NWFSCTrawl","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel09_len_flt8sex1.png",".",".","./sel09_len_flt8sex1.png"
"sel09_len_flt8sex2.png","Male ending year selectivity for NWFSCTrawl","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel09_len_flt8sex2.png",".",".","./sel09_len_flt8sex2.png"
"sel09_len_flt9sex1.png","Female ending year selectivity for GillnetSurvey","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel09_len_flt9sex1.png",".",".","./sel09_len_flt9sex1.png"
"sel09_len_flt9sex2.png","Male ending year selectivity for GillnetSurvey","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel09_len_flt9sex2.png",".",".","./sel09_len_flt9sex2.png"
"sel09_len_flt11sex1.png","Female ending year selectivity for SCBSurvey","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel09_len_flt11sex1.png",".",".","./sel09_len_flt11sex1.png"
"sel09_len_flt11sex2.png","Male ending year selectivity for SCBSurvey","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel09_len_flt11sex2.png",".",".","./sel09_len_flt11sex2.png"
"sel03_len_timevary_surf_flt12sex1.png","Surface plot of Female time-varying selectivity for RecPCOBR","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel03_len_timevary_surf_flt12sex1.png",".",".","./sel03_len_timevary_surf_flt12sex1.png"
"sel04_len_timevary_contour_flt12sex1.png","Countour plot of Female time-varying selectivity for RecPCOBR","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel04_len_timevary_contour_flt12sex1.png",".",".","./sel04_len_timevary_contour_flt12sex1.png"
"sel09_len_flt12sex1.png","Female ending year selectivity for RecPCOBR","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel09_len_flt12sex1.png",".",".","./sel09_len_flt12sex1.png"
"sel03_len_timevary_surf_flt12sex2.png","Surface plot of Male time-varying selectivity for RecPCOBR","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel03_len_timevary_surf_flt12sex2.png",".",".","./sel03_len_timevary_surf_flt12sex2.png"
"sel04_len_timevary_contour_flt12sex2.png","Countour plot of Male time-varying selectivity for RecPCOBR","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel04_len_timevary_contour_flt12sex2.png",".",".","./sel04_len_timevary_contour_flt12sex2.png"
"sel09_len_flt12sex2.png","Male ending year selectivity for RecPCOBR","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel09_len_flt12sex2.png",".",".","./sel09_len_flt12sex2.png"
"sel21_agelen_contour_flt1sex1.png","Female ending year selectivity and growth for ComHL","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel21_agelen_contour_flt1sex1.png",".",".","./sel21_agelen_contour_flt1sex1.png"
"sel21_agelen_contour_flt1sex2.png","Male ending year selectivity and growth for ComHL","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel21_agelen_contour_flt1sex2.png",".",".","./sel21_agelen_contour_flt1sex2.png"
"sel21_agelen_contour_flt2sex1.png","Female ending year selectivity and growth for ComNet","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel21_agelen_contour_flt2sex1.png",".",".","./sel21_agelen_contour_flt2sex1.png"
"sel21_agelen_contour_flt2sex2.png","Male ending year selectivity and growth for ComNet","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel21_agelen_contour_flt2sex2.png",".",".","./sel21_agelen_contour_flt2sex2.png"
"sel21_agelen_contour_flt3sex1.png","Female ending year selectivity and growth for ComTrawl","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel21_agelen_contour_flt3sex1.png",".",".","./sel21_agelen_contour_flt3sex1.png"
"sel21_agelen_contour_flt3sex2.png","Male ending year selectivity and growth for ComTrawl","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel21_agelen_contour_flt3sex2.png",".",".","./sel21_agelen_contour_flt3sex2.png"
"sel21_agelen_contour_flt4sex1.png","Female ending year selectivity and growth for RecPR","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel21_agelen_contour_flt4sex1.png",".",".","./sel21_agelen_contour_flt4sex1.png"
"sel21_agelen_contour_flt4sex2.png","Male ending year selectivity and growth for RecPR","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel21_agelen_contour_flt4sex2.png",".",".","./sel21_agelen_contour_flt4sex2.png"
"sel21_agelen_contour_flt5sex1.png","Female ending year selectivity and growth for RecPC","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel21_agelen_contour_flt5sex1.png",".",".","./sel21_agelen_contour_flt5sex1.png"
"sel21_agelen_contour_flt5sex2.png","Male ending year selectivity and growth for RecPC","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel21_agelen_contour_flt5sex2.png",".",".","./sel21_agelen_contour_flt5sex2.png"
"sel21_agelen_contour_flt6sex1.png","Female ending year selectivity and growth for RecDD","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel21_agelen_contour_flt6sex1.png",".",".","./sel21_agelen_contour_flt6sex1.png"
"sel21_agelen_contour_flt6sex2.png","Male ending year selectivity and growth for RecDD","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel21_agelen_contour_flt6sex2.png",".",".","./sel21_agelen_contour_flt6sex2.png"
"sel21_agelen_contour_flt7sex1.png","Female ending year selectivity and growth for Sanitation","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel21_agelen_contour_flt7sex1.png",".",".","./sel21_agelen_contour_flt7sex1.png"
"sel21_agelen_contour_flt7sex2.png","Male ending year selectivity and growth for Sanitation","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel21_agelen_contour_flt7sex2.png",".",".","./sel21_agelen_contour_flt7sex2.png"
"sel21_agelen_contour_flt8sex1.png","Female ending year selectivity and growth for NWFSCTrawl","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel21_agelen_contour_flt8sex1.png",".",".","./sel21_agelen_contour_flt8sex1.png"
"sel21_agelen_contour_flt8sex2.png","Male ending year selectivity and growth for NWFSCTrawl","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel21_agelen_contour_flt8sex2.png",".",".","./sel21_agelen_contour_flt8sex2.png"
"sel21_agelen_contour_flt9sex1.png","Female ending year selectivity and growth for GillnetSurvey","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel21_agelen_contour_flt9sex1.png",".",".","./sel21_agelen_contour_flt9sex1.png"
"sel21_agelen_contour_flt9sex2.png","Male ending year selectivity and growth for GillnetSurvey","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel21_agelen_contour_flt9sex2.png",".",".","./sel21_agelen_contour_flt9sex2.png"
"sel21_agelen_contour_flt11sex1.png","Female ending year selectivity and growth for SCBSurvey","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel21_agelen_contour_flt11sex1.png",".",".","./sel21_agelen_contour_flt11sex1.png"
"sel21_agelen_contour_flt11sex2.png","Male ending year selectivity and growth for SCBSurvey","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel21_agelen_contour_flt11sex2.png",".",".","./sel21_agelen_contour_flt11sex2.png"
"sel21_agelen_contour_flt12sex1.png","Female ending year selectivity and growth for RecPCOBR","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel21_agelen_contour_flt12sex1.png",".",".","./sel21_agelen_contour_flt12sex1.png"
"sel21_agelen_contour_flt12sex2.png","Male ending year selectivity and growth for RecPCOBR","Sel",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","sel21_agelen_contour_flt12sex2.png",".",".","./sel21_agelen_contour_flt12sex2.png"
"ts1_Total_biomass_(mt).png","Total biomass (mt)","Timeseries",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","ts1_Total_biomass_(mt).png",".",".","./ts1_Total_biomass_(mt).png"
"ts4_Summary_biomass_(mt).png","Summary biomass (mt)","Timeseries",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","ts4_Summary_biomass_(mt).png",".",".","./ts4_Summary_biomass_(mt).png"
"ts7_Spawning_biomass_(mt).png","Spawning biomass (mt)","Timeseries",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","ts7_Spawning_biomass_(mt).png",".",".","./ts7_Spawning_biomass_(mt).png"
"ts7_Spawning_biomass_(mt)_with_95_asymptotic_intervals_intervals.png","Spawning biomass (mt) with ~95% asymptotic intervals","Timeseries",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","ts7_Spawning_biomass_(mt)_with_95_asymptotic_intervals_intervals.png",".",".","./ts7_Spawning_biomass_(mt)_with_95_asymptotic_intervals_intervals.png"
"ts9_Spawning_depletion.png","Spawning depletion","Timeseries",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","ts9_Spawning_depletion.png",".",".","./ts9_Spawning_depletion.png"
"ts9_Spawning_depletion_with_95_asymptotic_intervals_intervals.png","Spawning depletion with ~95% asymptotic intervals","Timeseries",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","ts9_Spawning_depletion_with_95_asymptotic_intervals_intervals.png",".",".","./ts9_Spawning_depletion_with_95_asymptotic_intervals_intervals.png"
"ts11_Age-0_recruits_(1000s).png","Age-0 recruits (1,000s)","Timeseries",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","ts11_Age-0_recruits_(1000s).png",".",".","./ts11_Age-0_recruits_(1000s).png"
"ts11_Age-0_recruits_(1000s)_with_95_asymptotic_intervals.png","Age-0 recruits (1,000s) with ~95% asymptotic intervals","Timeseries",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","ts11_Age-0_recruits_(1000s)_with_95_asymptotic_intervals.png",".",".","./ts11_Age-0_recruits_(1000s)_with_95_asymptotic_intervals.png"
"ts_summaryF.png","Summary F (definition of F depends on setting in starter.ss)","Timeseries",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","ts_summaryF.png",".",".","./ts_summaryF.png"
"recdevs1_points.png","Recruitment deviations","RecDev",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","recdevs1_points.png",".",".","./recdevs1_points.png"
"recdevs2_withbars.png","Recruitment deviations with 95% intervals","RecDev",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","recdevs2_withbars.png",".",".","./recdevs2_withbars.png"
"recdevs3_varcheck.png","Recruitment deviations variance check.<br> See later figure of transformed variance values for comparison with bias adjustment settings in the model.","RecDev",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","recdevs3_varcheck.png",".",".","./recdevs3_varcheck.png"
"recruit_fit_bias_adjust.png","Points are transformed variances. Red line shows current settings forfor bias adjustment specified in control file.Blue line shows least squares estimate of alternative bias adjustmentrelationship for recruitment deviations (which may or may not be animprovement. For more information, see<br> 
<blockquote>Methot, R.D. and Taylor, I.G., 2011. Adjusting for bias due to variability of estimated recruitments in fishery assessment models. <i>Can. J. Fish. Aquat. Sci.</i>, 68:1744-1760.</blockquote><br> 
Estimated alternative inputs to SS control file associated with blue line in figure: 
<pre>1942.4   #_last_early_yr_nobias_adj_in_MPD 
2006.0   #_first_yr_fullbias_adj_in_MPD 
2014.8   #_last_yr_fullbias_adj_in_MPD 
2015.8   #_first_recent_yr_nobias_adj_in_MPD 
0.653   #_max_bias_adj_in_MPD (1.0 to mimic pre-2009 models)   </pre>","RecDev",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","recruit_fit_bias_adjust.png",".",".","./recruit_fit_bias_adjust.png"
"SR_curve.png","Spawner-recruit curve","S-R",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","SR_curve.png",".",".","./SR_curve.png"
"SR_curve2.png","Spawner-recruit curve with labels on first, last, and years with (log) deviations > 0.5","S-R",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","SR_curve2.png",".",".","./SR_curve2.png"
"catch1 landings.png","landings","Catch",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","catch1 landings.png",".",".","./catch1 landings.png"
"catch2 landings stacked.png","landings stacked","Catch",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","catch2 landings stacked.png",".",".","./catch2 landings stacked.png"
"catch9 harvest rate.png","harvest rate","Catch",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","catch9 harvest rate.png",".",".","./catch9 harvest rate.png"
"SPR1_series.png","Timeseries of SPR","SPR",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","SPR1_series.png",".",".","./SPR1_series.png"
"SPR2_minusSPRseries.png","Timeseries of 1-SPR","SPR",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","SPR2_minusSPRseries.png",".",".","./SPR2_minusSPRseries.png"
"index1_cpuedata_RecPR.png","Index data for RecPR. Lines indicate 95% uncertainty interval around index values. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","index1_cpuedata_RecPR.png",".",".","./index1_cpuedata_RecPR.png"
"index2_cpuefit_RecPR.png","Fit to index data for RecPR. Lines indicate 95% uncertainty interval around index values. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","index2_cpuefit_RecPR.png",".",".","./index2_cpuefit_RecPR.png"
"index3_cpuecheck_RecPR.png","Observed vs. expected index values with smoother for RecPR","Index",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","index3_cpuecheck_RecPR.png",".",".","./index3_cpuecheck_RecPR.png"
"index4_logcpuedata_RecPR.png","Log index data for RecPR. Lines indicate 95% uncertainty interval around index values. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","index4_logcpuedata_RecPR.png",".",".","./index4_logcpuedata_RecPR.png"
"index5_logcpuefit_RecPR.png","Fit to log index data on log scale for RecPR. Lines indicate 95% uncertainty interval around index values. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","index5_logcpuefit_RecPR.png",".",".","./index5_logcpuefit_RecPR.png"
"index6_logcpuecheck_RecPR.png","log(observed) vs. log(expected) index values with smoother for RecPR","Index",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","index6_logcpuecheck_RecPR.png",".",".","./index6_logcpuecheck_RecPR.png"
"index1_cpuedata_RecPC.png","Index data for RecPC. Lines indicate 95% uncertainty interval around index values. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","index1_cpuedata_RecPC.png",".",".","./index1_cpuedata_RecPC.png"
"index2_cpuefit_RecPC.png","Fit to index data for RecPC. Lines indicate 95% uncertainty interval around index values. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.","Index",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","index2_cpuefit_RecPC.png",".",".","./index2_cpuefit_RecPC.png"
"index3_cpuecheck_RecPC.png","Observed vs. expected index values with smoother for RecPC","Index",2017-06-13 13:19:22,"StartTime: Tue Jun 13 12:18:08 2017","index3_cpuecheck_RecPC.png",".",".","./index3_cpuecheck_RecPC.png"
